frequency_GHz,S11_dB,S21_convention_A_dB,S21_convention_B_dB
46.9,-0.0017938929672553674,29.827628824224934,29.393899587888544
47.0,-0.0017156437060520597,29.612826577807585,29.181801800084397
47.1,-0.0016407057280373857,29.410514741852904,28.98212010154715
47.2,-0.0015690109408970252,29.220742771028767,28.794791823049636
47.3,-0.001500506541154805,29.044004641169074,28.620208823508317
47.4,-0.001435152438612659,28.881160853069417,28.459141920735284
47.5,-0.0013729187633961114,28.73336107500878,28.31266490075139
47.6,-0.0013137851990928395,28.60197446496624,28.1820854014423
47.7,-0.0012577429213882238,28.488531277713154,28.068886552012163
47.8,-0.0012047993466402513,28.39467624413095,27.97468011289233
47.9,-0.0011549856435508125,28.322131695757236,27.901169302312393
48.0,-0.0011083669425774648,28.272666512678985,27.850117543789153
48.1,-0.0010650552958941367,28.24806553119174,27.823317864896993
48.2,-0.0010252256055996091,28.250092806009732,27.82255637263443
48.3,-0.0009891348598759751,28.28044081508029,27.84956186060217
48.4,-0.0009571449845504591,28.34065609888972,27.905931944049527
48.5,-0.0009297492550211865,28.432029807196038,27.993024038435724
48.6,-0.0009076012190990046,28.555439225765113,28.111797040483587
48.7,-0.0008915429407212276,28.71112396442752,28.26258713556419
48.8,-0.0008826252790078154,28.89837919517897,28.444799842504334
48.9,-0.0008821057799718465,29.115150554521012,28.656502650180286
49.0,-0.0008913986106341251,29.357525777882746,28.89391312368087
49.1,-0.0009119363582481384,29.619144825466172,29.15080417967292
49.2,-0.0009448908958734939,29.890604254433292,29.41790241371159
49.3,-0.0009907059287290237,30.159022066849168,29.682446060468138
49.4,-0.001048448055607777,30.40804794477633,29.928188069720644
49.5,-0.0011151194505292705,30.618695922932744,30.136222082734704
49.6,-0.0011852772461492407,30.771317479657583,30.28695007693291
49.7,-0.0012514264703854066,30.848673855701247,30.363151185091724
49.8,-0.0013054396774518874,30.839414549610705,30.353459102399736
49.9,-0.0013406298241483829,30.740692834740493,30.254979059209084
50.0,-0.0013534998582480375,30.558733142606435,30.073858978283052
50.1,-0.0013442744233671108,30.30708205306549,29.823546026126337
50.2,-0.0013161137688645886,30.00339717174488,29.52158211963451
50.3,-0.001273665448355056,29.66611016259232,29.18627389235457
50.4,-0.0012217272303443709,29.31195406661471,28.834226575202
50.5,-0.0011644218034954092,28.95466089608511,28.479047282547473
50.6,-0.0011048862871871688,28.60462924377729,28.131017160387287
50.7,-0.0010452961899853077,28.26918585850905,27.79735627053954
50.8,-0.0009870400097483668,27.95311030915459,27.482750419029095
50.9,-0.0009309255815909971,27.65920963868917,27.18992702342129
51.0,-0.0008773618194982213,27.388835480744408,26.920172736803018
51.1,-0.0008264986204596432,27.142304927454628,26.673754369331036
51.2,-0.0007783263860298266,26.9192229130257,26.450241099100957
51.3,-0.0007327430980207084,26.7187194820394,26.248741524618314
51.4,-0.0006895975907930171,26.539619695056412,26.068073440878617
51.5,-0.0006487162459867056,26.380563185634912,25.906883424952277
51.6,-0.0006099185016189333,26.240087799693363,25.763730675280428
51.7,-0.0005730249655146508,26.116688851729254,25.637146594397947
51.8,-0.0005378607176362614,26.0088629110629,25.525678926750444
51.9,-0.0005042555536683035,25.91514281379887,25.427926992456218
52.0,-0.00047204238487641464,25.834128714642368,25.342572630574654
52.1,-0.00044105468264373713,25.76451832020396,25.26840976196999
52.2,-0.0004111236661795783,25.70513787183041,25.204373901983907
52.3,-0.00038207581419243445,25.65497392407913,25.149571460882388
52.4,-0.000353731182067417,25.613204537741808,25.103307318094274
52.5,-0.0003259028841415442,25.579227311974606,25.065108086451218
52.6,-0.00029839793190783074,25.552680925008183,25.034737894368277
52.7,-0.0002710194046292416,25.533456748746076,25.012203597815702
52.8,-0.00024356969523848528,25.521697777853763,24.997747183985894
52.9,-0.00021585436789591498,25.517783530411094,24.991824664239807
53.0,-0.00018768603498676978,25.52230149131194,24.99507269302967
53.1,-0.00015888764590251946,25.536007670183732,25.008266059282445
53.2,-0.00012929468262691874,25.559780466180086,25.03227061666397
53.3,-9.875594888332119e-05,25.59457289739223,25.067996809697334
53.4,-6.713286832216411e-05,25.64136819757538,25.116358605449584
53.5,-3.4297416154645995e-05,25.701142891849614,25.178241501208124
53.6,-1.2895589779577706e-07,25.774840019070883,25.254481677844392
53.7,3.548968067975694e-05,25.86335354202985,25.345856697904576
53.8,7.267654030392762e-05,25.967523515884473,25.453086737384815
53.9,0.00011155505367921485,26.08814049433702,25.57684438483527
54.0,0.0001522585217862679,26.225957025340797,25.71777058455651
54.1,0.00019493449923551592,26.38170388747597,25.876494268824533
54.2,0.00023974907484864425,26.55610883566863,26.053653481565245
54.3,0.0002868911144072442,26.749915927573902,26.24991619600849
54.4,0.00033657657607711017,26.96390386863911,26.465999448577403
54.5,0.0003890530371848433,27.198902154562997,26.702685766461776
54.6,0.0004446045861732326,27.45580405014911,26.96083611211597
54.7,0.0005035572392627214,27.735575600244808,27.241398691077087
54.8,0.0005662850401103328,28.039259921905316,27.545412978746175
54.9,0.000633216993243258,28.367975993563977,27.87400823971489
55.0,0.0007048449668543282,28.722911064316172,28.22839567150301
55.1,0.0007817326739091249,29.105305690838257,28.60985314249656
55.2,0.0008645257972578506,29.51643031678806,29.01970135979297
55.3,0.0009539632567793369,29.957552297569407,29.459270257357787
55.4,0.0010508895169041477,30.429892415623193,29.929854515877143
55.5,0.0011562676964308328,30.93457032126798,30.4326575112687
55.6,0.0012711930720534777,31.472539087584728,30.96872376036839
55.7,0.0013969063869702395,32.04451032283355,31.538861232076805
55.8,0.001534806248299748,32.650873190617034,32.14355687170942
55.9,0.001686459949575767,33.29161338132494,32.78289147629823
56.0,0.001853612510594563,33.96624161706012,33.45646370697431
56.1,0.0020381949176966003,34.673745525275066,34.163337382511486
56.2,0.002242334871945471,35.41258318233457,34.90203074191307
56.3,0.0024683771059840357,36.180740204378154,35.67056996899539
56.4,0.002718925323039147,36.9758730563044,36.466630030602346
56.5,0.0029969227410181713,37.79555664026659,37.28778117030607
56.6,0.003305789914972791,38.63764147275109,38.13184649491776
56.7,0.0036496313091139883,39.50070331323243,38.99735346816307
56.8,0.004033497531886463,40.3845371881432,39.88403103891446
56.9,0.004463635779019564,41.29061277849506,40.793269028769366
57.0,0.004947554431561335,42.22237381255041,41.72842201060645
57.1,0.005493517789614111,43.18522761358126,42.69480341836966
57.2,0.00610865047190071,44.18600989792732,43.69915463026124
57.3,0.006793895703617802,45.23156888698715,44.748232830121815
57.4,0.007532141736993413,46.325795107392906,45.84584387123046
57.5,0.00826245975711083,47.46382127383809,46.98704449020974
57.6,0.00883056525964922,48.62135143313357,48.14747308634448
57.7,0.008917860820543355,49.7375449201079,49.26623471057791
57.8,0.008024743694423528,50.69684459117888,50.227729853320646
57.9,0.005730767154120243,51.33622699189493,50.868904816643344
58.0,0.002290406094606604,51.51793272463897,51.05198205417537
58.1,-0.0012509429508942137,51.23573104824481,50.77072460325044
58.2,-0.003956933129392303,50.62532076163336,50.16083672287205
58.3,-0.005624648472396814,49.86386595721793,49.39949935054028
58.4,-0.00650869309574064,49.08724729913354,48.62262102644979
58.5,-0.006922080317457647,48.37536294061341,47.91013836194345
58.6,-0.007090185498803716,47.768797743553186,47.302684652356916
58.7,-0.007149661159410354,47.286499042303404,46.819264796050476
58.8,-0.0071788285300414655,46.93692029687342,46.468397778378844
58.9,-0.0072225111808341775,46.7237277755089,46.253821782169304
59.0,-0.007306661744909737,46.648018412113345,46.176710016542025
59.1,-0.007444685960264724,46.70802644171519,46.23537485596289
59.2,-0.007636218348023,46.89616480620253,46.42230632841098
59.3,-0.007856074547993004,47.192099095623675,46.71724283258485
59.4,-0.008028946101804164,47.5497138022034,47.07413404429748
59.5,-0.007994255340115027,47.87781843099445,47.40184379521547
59.6,-0.007512281435891333,48.0267763249976,47.550776051905814
59.7,-0.0064266796246998745,47.818767461063196,47.34313551665142
59.8,-0.004926795406287389,47.14827119808816,46.673409051386145
59.9,-0.0034718062143904702,46.067213056569614,45.59351214191029
60.0,-0.002378165102647176,44.73778010242509,44.26560500756586
60.1,-0.001677030541602252,43.320834230034606,42.85050757190925
60.2,-0.0012654464250518645,41.92138380426934,41.45317357687654
60.3,-0.001035430788363421,40.592653372911684,40.126763306751826
60.4,-0.0009114547543573639,39.355824831143266,38.8923880296538
60.5,-0.0008475009327387952,38.21547456327423,37.75455041807905
60.6,-0.0008169475159702941,37.16846955285021,36.710043718177246
60.7,-0.0008046519766300953,36.20851947724041,35.75250652439604
60.8,-0.0008020295595109,35.328371704664406,34.87461998662574
60.9,-0.0008042134901748143,34.52082032251995,34.06911855178361
61.0,-0.0008084528864748252,33.77913732396046,33.32922239122835
61.1,-0.0008132099604796706,33.09722761325319,32.64879323399719
61.2,-0.0008176472360932709,32.469655062686364,32.02236091640761
61.3,-0.0008213330086417601,31.891611007869372,31.445092116249256
61.4,-0.0008240702002944673,31.35885952981234,30.912735693461713
61.5,-0.0008257959041608714,30.867675766336085,30.42156093754441
61.6,-0.0008265219759274879,30.41478463980259,29.9682961459137
61.7,-0.0008262997683295522,29.99730308363642,29.55007063058408
61.8,-0.0008251992280381664,29.612686804388947,29.16436118302211
61.9,-0.0008232966190102195,29.2586817020026,28.808943093683457
62.0,-0.0008206674672636434,28.933279728997483,28.481845466066424
62.1,-0.0008173826850000785,28.63467891814009,28.181310505618473
62.2,-0.0008135066399393553,28.361247402029363,27.905756557596874
62.3,-0.0008090964197899328,28.11149140596803,27.653744835505037
62.4,-0.0008042018344267886,27.88402736579806,27.423949972023912
62.5,-0.0007988658751605334,27.67755846580468,27.215134697568462
62.6,-0.0007931254569313375,27.49085597499887,27.02612907201175
62.7,-0.00078701233146376,27.322745755591903,26.85581473089805
62.8,-0.0007805540945827105,27.172100207410743,26.70311453468072
62.9,-0.00077377522902618,27.037835693527207,26.56698781841593
63.0,-0.0007666981332441631,26.918915182221788,26.44643114027499
63.1,-0.00075934409150059,26.81435547614111,26.34048405353979
63.2,-0.0007517341455082944,26.723238035699175,26.248239032263573
63.3,-0.000743889834741393,26.64472210260548,26.168854331122645
63.4,-0.0007358337833828432,26.578058647564006,26.101568318968734
63.5,-0.0007275901257142285,26.52260364124064,26.04571374013136
63.6,-0.0007191847779108214,26.477829288142143,26.000730445684543
63.7,-0.0007106455801100752,26.443332145915385,25.96617538298195
63.8,-0.0007020023463316282,26.418837428149267,25.941728990165775
63.9,-0.0006932868690917291,26.40419919283882,25.927197548909128
64.0,-0.0006845329295839475,26.399396487076668,25.922511435820915
64.1,-0.0006757763628182565,26.404525800199508,25.927719524118675
64.2,-0.0006670552209958921,26.41979034277618,25.942980186370917
64.3,-0.0006584100690192444,26.445486711093977,25.968549424303916
64.4,-0.0006498844346906504,26.481989429878816,26.0047666123411
64.5,-0.0006415254241751151,26.529733717175745,26.0520382125195
64.6,-0.0006333845006241644,26.58919661843015,26.110819632668367
64.7,-0.0006255184108235764,26.660876446398483,26.181595192223202
64.8,-0.0006179902294705818,26.745270271524426,26.264855964016533
64.9,-0.000610870472008485,26.842849062403825,26.36107510617613
65.0,-0.0006042382019544152,26.954030004220385,26.470680214179957
65.1,-0.0005981820254887227,27.07914555076715,26.594022237491043
65.2,-0.0005928008216472609,27.218408921056074,26.731340648386208
65.3,-0.0005882040005889628,27.37187606550334,26.88272485575146
65.4,-0.0005845110158478147,27.539404631243166,27.04807235788485
65.5,-0.0005818497857238521,27.720611178416675,27.227044854800123
65.6,-0.0005803536174437015,27.91482885005028,27.419024504282543
65.7,-0.0005801562000771675,28.12106885280224,27.623073682829858
65.8,-0.0005813842750906951,28.337990378086836,27.83790291524057
65.9,-0.0005841477565119732,28.5638848037911,28.06185288306854
66.0,-0.0005885274070794226,28.796680867842067,28.292897309668085
66.1,-0.0005945607166443327,29.03397757618103,28.52867362200243
66.2,-0.0006022273558833561,29.273110405577437,28.766547106672185
66.3,-0.0006114363813052477,29.511253447493036,29.003711365606286
66.4,-0.0006220180162212851,29.745555346602472,29.237323066256216
66.5,-0.000633723002644128,29.973300584635453,29.464662640565187
66.6,-0.000646231892841679,30.19208093509905,29.683305809101036
66.7,-0.0006591750937319621,30.399956510218992,29.89128534230695
66.8,-0.0006721622127510718,30.595583688804254,30.08722027987002
66.9,-0.0006848168960217541,30.778289739994214,30.270392307923547
67.0,-0.0006968117174721264,30.948081196743583,30.440756202440816
67.1,-0.0007078974217702993,31.105583402825733,30.598881607027174
67.2,-0.0007179220763769655,31.251919404378135,30.745834169714456
67.3,-0.0007268379713523333,31.38854463265843,30.883012363308637
67.4,-0.0007346965748540329,31.51705781421958,31.011960336925274
67.5,-0.0007416337088403048,31.639008053765405,31.134176691903512
67.6,-0.000747847932752913,31.75571430300584,31.250935377349478
67.7,-0.0007535749515351668,31.86810840651752,31.363129905820223
67.8,-0.0007590600662428987,31.976608461617392,31.47114765462431
67.9,-0.000764529742467647,32.08102657427218,31.574778372948064
68.0,-0.0007701627149846529,32.18051465567372,31.673160578611835
68.1,-0.0007760609788811852,32.273553339495336,31.76477095712185
68.2,-0.000782221685134999,32.35799141820163,31.84746418155703
68.3,-0.0007885123185442568,32.431144874088474,31.918572232367897
68.4,-0.0007946532765912648,32.48996372484499,31.975071420960557
68.5,-0.0008002134235310721,32.53126964678564,32.01382004427467
68.6,-0.0008046243762623843,32.55205661522106,32.03185885526058
68.7,-0.000807217183318885,32.54983142871184,32.02675114667235
68.8,-0.0008072803056511329,32.522954527027196,31.99692278062361
68.9,-0.0008041313384651767,32.47093000637268,31.94195099185702
69.0,-0.0007971891279671181,32.39459356999986,31.86275064171612
69.1,-0.0007860307562520988,32.29616160644131,31.761621083224597
69.2,-0.0007704209744805294,32.179131037207625,31.64214329167532
69.3,-0.0007503091637447387,32.048049736539134,31.50894713308051
69.4,-0.0007257976228920521,31.90820103384615,31.367392415241994
69.5,-0.0006970913512480295,31.765256053281014,31.223217672672533
69.6,-0.0006644415479743515,31.624943501325212,31.082206542844016
69.7,-0.0006280931244251439,31.49277240471595,30.949907508208113
69.8,-0.0005882424627783827,31.373825777030056,30.831425246741205
69.9,-0.0005450074587334731,31.272627712298156,30.73128630921549
70.0,-0.000498408821862395,31.193075771521926,30.653371130756668
